1355384477745,1103952183194180000,1
1355384477745,1103951619173540000,1
1355384477745,1110085576281510000,1
1355384477745,1110420967782040000,1
1355384477745,1110421684110440000,1
3663394603564,1110084325871410000,1
4258247096332,1110085576281510000,1
4258247096332,1110085247091550000,1
4258247096332,109124676426057,1
4258247096332,262311263254202,1
4298346121142,1103952183194180000,1
4377756271863,1110084908250510000,1
6602542481015,109124676426057,1
12612517934863,1110084908250510000,1
14246058663582,1110084908250510000,1
14246058663582,109124676426057,1
14246058663582,1110084325871410000,1
14246058663582,1110085576281510000,1
14246058663582,1110085247091550000,1
17001081273892,1103952183194180000,2
17001081273892,1103951619173540000,2
17001081273892,1110420967782040000,2
17001081273892,1120245765224690000,2
17001081273892,1110421684110440000,2
17001081273892,1120245147529540000,1
17001081273892,1120246169517850000,1
17001081273892,1120245955239240000,1
17001081273892,1120245469698220000,1
17001081273892,1110421389968090000,1
17001081273892,1110085576281510000,1
17001081273892,1103952834313740000,1
17001081273892,1110084908250510000,1
17001081273892,1110084325871410000,1
17001081273892,1130735388416210000,1
17001081273892,1110424104534230000,1
17001081273892,1110085247091550000,1
17001081273892,1130735130697200000,1
17001081273892,1130734121644110000,1
17001081273892,1120229528100840000,1
17001081273892,109124676426057,1
17001081273892,1110423597321240000,1
17001081273892,1103952461578530000,1
17001081273892,1110424441647220000,1
17587912285316,1103951619173540000,1
17587912285316,1103952183194180000,1
17587912285316,1120245765224690000,1
17587912285316,1110420967782040000,1
17587912285316,1110421684110440000,1
17587912285316,1120246169517850000,1
17587912285316,1120245147529540000,1
17587912285316,1120245469698220000,1
17587912285316,1090868750674470000,1
17587912285316,1110421389968090000,1
17587912285316,1120245955239240000,1
21033301969089,1110084325871410000,1
24069042898778,1103952183194180000,2
24069042898778,1103951619173540000,2
24069042898778,1110420967782040000,1
24069042898778,1120245765224690000,1
24069042898778,1110421684110440000,1
24069042898778,1120245147529540000,1
24069042898778,1120246169517850000,1
24069042898778,1110421389968090000,1
24069042898778,1120245469698220000,1
24069042898778,1120245955239240000,1
24069042898778,1130734121644110000,1
24069042898778,1130735388416210000,1
24069042898778,1130735130697200000,1
24069042898778,1110424104534230000,1
24069042898778,1103952834313740000,1
26420141594875,109124676426057,1
26420141594875,262311263254202,1
27039491596668,1103952183194180000,1
27039491596668,1103951619173540000,1
27039491596668,1110420967782040000,1
27039491596668,1110421684110440000,1
27039491596668,1120245765224690000,1
27039491596668,109124676426057,1
27039491596668,1120245955239240000,1
27039491596668,1120245147529540000,1
27039491596668,1120246169517850000,1
27039491596668,1110421389968090000,1
27039491596668,1120245469698220000,1
27039491596668,1130735388416210000,1
27039491596668,1130734121644110000,1
27039491596668,1110424104534230000,1
27039491596668,1130735130697200000,1
28053735408982,1103952183194180000,2
28053735408982,1103951619173540000,2
28053735408982,1110420967782040000,2
28053735408982,1110421684110440000,2
28053735408982,1120245765224690000,1
28053735408982,1110421389968090000,1
28053735408982,1120245147529540000,1
28053735408982,1120245469698220000,1
