user_id,item_id,rating
1314,1060796618108203008,0.53573513
1314,1054254917919289344,0.5122656
1314,1086836602015825920,0.5114117
1314,1054245158323343360,0.5014648
1314,1018692799677726720,0.4981056
1314,1042239536421535744,0.4936618
1314,1023742438319878144,0.48511633
1314,1042233253454807040,0.48399812
1314,1017321932620709888,0.47658175
1314,1054633019174379520,0.4735147
1314,1017310732285526016,0.4707429
1314,1052392172218830848,0.45904675
1314,1086838981507399680,0.45348236
1314,1111464980064522240,0.45214063
1314,1111451580638969856,0.44843683
1314,1062648166480207872,0.44826013
1314,1021287146299035648,0.43094018
1314,1540291376915100,0.4227372
1314,1183414381168237,0.42192757
1314,1415651350669238,0.42111057
1314,1297796695770506,0.42089996
1314,1277208617363062784,0.41942886
1314,1358221402725411,0.4191548
1314,1022763785436184576,0.4173331
1314,161549195145768,0.4171686
1314,1163198814879356,0.4158502
1314,1752131616465869,0.4155188
1314,1856088846787893,0.4146016
1314,135559075917637,0.41435048
1314,1305793813714565,0.41434482
1314,1304263292163855,0.41377398
1314,1115691134813885,0.41284037
1314,1299731808993715,0.41197157
1314,1576549165487800,0.41163966
1314,1548659215260911,0.4114786
1314,1402713952961111,0.4102015
1314,1819145776162991,0.40929532
1314,1314495475324332,0.40898862
1314,1288764074713703,0.4089767
1314,1199309931322289,0.40884435
1314,1346898781458753,0.40829647
1314,1782036252116818,0.40817067
1314,1165515897018384,0.40617117
1314,1977991444038219,0.4060504
1314,1354727546083487,0.40600476
1314,170938876896108,0.40597275
1314,1695908715665255,0.40587863
1314,1806249768292764,0.40539375
1314,1458610400984632,0.40499064
1314,1654451238600957,0.40471336
1314,1393825137423188,0.404565
1314,113275652204896,0.4044338
1314,1590835599778998,0.4042274
1314,159340706150364,0.40379664
1314,1812657596368955,0.40370825
1314,1447850325561920,0.403691
1314,1397521076162831,0.40364757
1314,1987979769695531,0.4035414
1314,1310875568266629120,0.40235847
1314,1931777792919220,0.40232936
1314,1138881469274760,0.40224734
1314,1985598264248667,0.4021836
1314,1283240652548673536,0.40217063
1314,1303524733928689664,0.40212893
1314,1137061115481947,0.40211502
1314,1494294006837805,0.4019951
1314,1624440334387533,0.40196744
1314,1372624789711669,0.40151197
1314,1892674169403197,0.4014324
1314,1570970743495012,0.4012317
1314,110141641842333,0.4008642
1314,1974412530636799,0.40076908
1314,129901190688741,0.40042827
1314,1529313078643114,0.40039214
1314,119674528408492,0.40019077
1314,1363871048543482,0.40012255
1314,1761392873489663,0.39975154
1314,1549565055919406,0.39950573
1314,1790454320414414,0.3993527
1314,1917758501058219,0.39876488
1314,1927796802416254,0.39876142
1314,1143016756645419,0.3987287
1314,1729810504922466,0.39847395
1314,1892208663646326,0.39841923
1314,1578176808150649,0.39824864
1314,1276346936147983,0.39823312
1314,1449107013129728,0.39795563
1314,1408202973574588,0.39759806
1314,1181408214551776,0.39744565
1314,1407042644365730,0.3972204
1314,1815362891941669,0.3969777
1314,1344080168142989,0.39676234
1314,1660413384121296,0.39666206
1314,1713181331486610,0.39647654
1314,1821538432335051,0.39644715
1314,179753462299474,0.396361
1314,1771470092024160,0.39631212
1314,1741152362656921,0.3962395
1314,1253220350330687488,0.39621148
1314,1545530834743316,0.3962049
1314,1840265381001183,0.39612323
1314,1854175479015498,0.39608917
1314,1466041718112343,0.3960183
1314,1922716410758641,0.3960066
1314,1574926076992346,0.3958564
1314,1683988333385426,0.39577004
1314,1979513259585493,0.39575025
1314,1633059202351662,0.39569753
1314,1781257808004746,0.39549527
1314,1194398127677289,0.39542004
1314,1997619187457132,0.39527276
1314,186133652446916,0.3952706
1314,1634915123353633,0.3952076
1314,1134999888143502,0.39520374
1314,1149593432573222,0.39515123
1314,1866436216855828,0.395136
1314,1790867129145997,0.39494172
1314,1924363966029476,0.39493838
1314,1350429660967020,0.3949313
1314,152156398121413,0.39482632
1314,1891325831312058,0.39482275
1314,1439744184203207,0.3947113
1314,184811214436601,0.3944908
1314,1342840602009408,0.39443636
1314,1335652161702189,0.39436588
1314,1819839658047854,0.39434585
1314,1872437424838950,0.39434212
1314,194831642783090,0.39418188
1314,1569735049800700,0.39358976
1314,1904766187914429,0.3935265
1314,1515742095667628,0.3934866
1314,1809194959522406,0.39347163
1314,1698189275058162,0.39342746
1314,168489315983363,0.39342278
1314,1790173409311262,0.39337337
1314,1496405883223196,0.3932849
1314,127174188780760,0.39317626
1314,1318504513388355584,0.3931578
1314,1662544533296064,0.39314574
1314,1322743167469970,0.39294854
1314,1928239774823412,0.39284447
1314,1963333532180016,0.39274868
1314,1600815001503392,0.39272586
1314,1644756947313209,0.3927137
1314,1301813907271077,0.3926113
1314,1730180501686577,0.39255902
1314,1664135904669888,0.39254603
1314,157083350659425,0.39249203
1314,1305847055563560,0.39237943
1314,1236358368058091,0.39235023
1314,1983648256383508,0.39234957
1314,1539222119878253,0.39234322
1314,1307858099616362496,0.39234057
1314,1634712557899498,0.39233497
1314,1749111256328515,0.39220297
1314,1338894759620441,0.3921927
1314,1902200789099746,0.3921821
1314,1472728107564829,0.3921453
1314,1810667282725374,0.39194787
